List1_Name,List2_Name,combined similarity,jw_similarity,token_similarity
Pauwels N.V,Pauwels N.V,1,1,1
Brouwerij Martens,Brouwerij Martens,1,1,1
Sodibe,Sodibe,1,1,1
Sunweb,Sunweb,1,1,1
IKEA,IKEA,1,1,1
Belgische Federatie Filantropische Stichtingen,Belgische Federatie Filantropische Stichtingen,1,1,1
Agfa Gevaert,Agfa Gevaert,1,1,1
Agfa Gevaert,Agfa-Gevaert,1,1,1
UZA,UZA,1,1,1
Toreon,Toreon,1,1,1
Mood.Management,Mood.Management,1,1,1
Kuehne + Nagel,Kuehne + Nagel,1,1,1
PATROBA Family Bakers NV,PATROBA Family Bakers NV,1,1,1
Smartwithfood,Smartwithfood,1,1,1
Om Collective,Om Collective,1,1,1
O2O,O2O,1,1,1
Engie,Engie,1,1,1
Telenet,Telenet,1,1,1
Laco,Laco,1,1,1
DPG Media,DPG Media,1,1,1
Reynaers Aluminium,Reynaers Aluminium,1,1,1
Smart Presentations,Smart Presentations,1,1,1
ION,ION,1,1,1
BDO,BDO,1,1,1
USG Professionals,USG Professionals,1,1,1
Matexi,Matexi,1,1,1
Keyrus,Keyrus,1,1,1
Sligro,Sligro,1,1,1
Vooruitzicht,Vooruitzicht,1,1,1
Springbok Agency,Springbok Agency,1,1,1
Melexis,Melexis,1,1,1
Spacewell,Spacewell,1,1,1
DSV,DSV,1,1,1
Vivaldis Interim,Vivaldis Interim,1,1,1
Coolblue,Coolblue,1,1,1
MobilityPlus,MobilityPlus,1,1,1
Eubelius,Eubelius,1,1,1
Movify,Movify,1,1,1
Covestro,Covestro,1,1,1
Lidl,Lidl,1,1,1
Gumption Group,Gumption Group,1,1,1
Atlas Copco,Atlas Copco,1,1,1
AS Adventure,AS Adventure,1,1,1
Qteam,Q Team,1,1,1
Sibelga,Sibelga,1,1,1
Xplore Group,Xplore Group,1,1,1
Sofico,Sofico,1,1,1
Turbulent,Turbulent,1,1,1
Beko,Beko,1,1,1
BelOrta,BelOrta,1,1,1
Woonhaven Antwerpen,Woonhaven Antwerpen,1,1,1
Lunch Garden,Lunch Garden,1,1,1
Brouwerij Haacht,Brouwerij Haacht,1,1,1
Update-pro,Update-pro,1,1,1
Actoplus,Actoplus,1,1,1
Sereni,Sereni,1,1,1
Vlaamse Landmaatschappij,Vlaamse Landmaatschappij,1,1,1
Aldi,Aldi,1,1,1
Cummins,Cummins,1,1,1
Ecopower,Ecopower ,1,1,1
Bpost,Bpost,1,1,1
Dynapps,Dynapps,1,1,1
The Foodmaker,The Foodmaker,1,1,1
Buildr,Buildr,1,1,1
Inovet,Inovet,1,1,1
Haribo,Haribo,1,1,1
Jeco Energies,Jeco Energies,1,1,1
Greenyard Frozen Belgium,Greenyard Frozen Belgium,1,1,1
Groep Maes,Groep Maes,1,1,1
KBC,KBC,1,1,1
Board of Innovation,Board of Innovation,1,1,1
Facilicom,Facilicom,1,1,1
Kingsberry,Kingsberry,1,1,1
Grizzly Marketing,Grizzly Marketing,1,1,1
Goed,Goed,1,1,1
4P Square,4P square,1,1,1
NMBS-SNCB,NMBS-SNCB,1,1,1
AXA Belgium,AXA Belgium,1,1,1
Boels Rental,Boels Rental,1,1,1
ACC,ACC,1,1,1
Agristo,Agristo,1,1,1
Natuurpunt,Natuurpunt,1,1,1
Threon,threon,1,1,1
Korian,Korian,1,1,1
Toqua,Toqua,1,1,1
G4S Global,G4S Global,1,1,1
Soudal,Soudal,1,1,1
Delhaize,Delhaize,1,1,1
BASF,BASF,1,1,1
OXYGEN,Oxygen,1,1,1
Tormans Group,Tormans Group,1,1,1
Mext Group,Mext group,1,1,1
Torfs,Torfs,1,1,1
Desco,Desco,1,1,1
Q8,Q8,1,1,1
TalentBay,TalentBay,1,1,1
Up Time Groep,Up Time Groep,1,1,1
Arxus,Arxus,1,1,1
ePact,ePact,1,1,1
Euroports Group BV,Euroports Group BV,1,1,1
ElmosExperts,ElmosExpert,0.971666667,0.983333333,0.96
Gilbert De Clercq,Gilbert de Clerck,0.951666667,0.973333333,0.93
KA Construct,KA Contsruct,0.945909091,0.981818182,0.91
Brainbridge BV,Brainbridge,0.944615385,0.969230769,0.92
Up Time Groep,Uptime Group,0.936818182,0.963636364,0.91
Mediahuis NV,Mediahuis,0.931818182,0.963636364,0.9
Geosquare,Geo Square NV,0.931818182,0.963636364,0.9
Carglass NV,Carglass,0.925,0.96,0.89
Aphea.Bio NV,Aphea.Bio,0.925,0.96,0.89
Fashion Society,ZEB (Fashion Society),0.920588235,0.941176471,0.9
iCredit bv,iCredit,0.917777778,0.955555556,0.88
Febelco CV,Febelco,0.917777778,0.955555556,0.88
Pauwels N.V,Pauwels,0.917777778,0.955555556,0.88
Greenyard Frozen Belgium,Greenyard Fresh Belgium,0.916839827,0.953679654,0.88
DB Schenker,Schenker,0.911666667,0.933333333,0.89
Savaco NV,Savaco,0.905,0.95,0.86
Yontec,Yontec NV,0.905,0.95,0.86
De Vijver,De Vijver VZW,0.892727273,0.945454545,0.84
Xylos,Xylos NV,0.886428571,0.942857143,0.83
Van Moer,Van Moer Rail,0.853636364,0.927272727,0.78
What's Cooking Group NV,Whatscooking,0.848157895,0.926315789,0.77
Natuurpunt,Natuurpunt Beheer,0.8475,0.925,0.77
Whitewood Capital,Whitewood,0.81625,0.9125,0.72
Atlas Copco,Atlas Copco Airpower,0.810555556,0.911111111,0.71
Bpost,bpost bank,0.810555556,0.911111111,0.71
Telenet,Telenet Retail,0.803846154,0.907692308,0.7
Proximus,Proximus SpearIT,0.803333333,0.906666667,0.7
PIAGroup Belgium,PIA Group,0.803333333,0.906666667,0.7
Besix Infra Support nv,Besix Infra,0.797631579,0.905263158,0.69
NMBS-SNCB,NMBS,0.785,0.9,0.67
DSV,DSV Road,0.733333333,0.866666667,0.6
KBC,KBC Bank,0.733333333,0.866666667,0.6
Ecopower,EconCore,0.732222222,0.844444444,0.62
Fiduciaire Ten Hove,Fiducre,0.731176471,0.882352941,0.58
Actum,Actoplus,0.728333333,0.836666667,0.62
Manna,Manuchar,0.728333333,0.836666667,0.62
Unilever Belgium,United Parcel Service Belgium,0.726752137,0.823504274,0.63
Van Moer,Van Hoecke,0.724814815,0.82962963,0.62
AB Inbev,ABB,0.723809524,0.847619048,0.6
Delhaize,Delaware,0.7225,0.825,0.62
Bank Degroof,Bank Delen,0.721212121,0.842424242,0.6
Trixolutions,Trigion,0.720555556,0.811111111,0.63
Telenet,Telenet (dubbel - zie cx),0.718888889,0.877777778,0.56
Actum,Actum Services,0.718461538,0.876923077,0.56
Smulders,Smals,0.716666667,0.813333333,0.62
Antenno,Antea Group,0.716428571,0.842857143,0.59
Fero Group,Xplore Group,0.715193603,0.830387205,0.6
Agfa Gevaert,Agfa HealthCare,0.714992785,0.86998557,0.56
Unilever Belgium,Kone Liften Belgium,0.71375817,0.80751634,0.62
Cargill NV,Carglass,0.713055556,0.836111111,0.59
Cheops Technology,Cheops,0.7125,0.875,0.55
Halito,Halito - Invitedesk,0.7125,0.875,0.55
lannoo uitgeverij,Lannoo,0.7125,0.875,0.55
Ufinity,Unifly,0.712142857,0.804285714,0.62
KMO Dynamoo,Konato,0.71,0.8,0.62
Coolblue,Colas Belgium,0.708730159,0.817460317,0.6
Van Moer,Van Moer Distribution,0.706842105,0.873684211,0.54
Unit-T,Unizo,0.706666667,0.813333333,0.6
Digi / Citymesh,Digipolitans,0.706666667,0.833333333,0.58
Verina Bourdon,Verisure,0.706153846,0.842307692,0.57
KMO Dynamoo,KMDA,0.705,0.84,0.57
Trifinance,Trigion,0.703333333,0.816666667,0.59
Update-pro,Uptime Group,0.702837903,0.805675806,0.6
Up Time Groep,Update-pro,0.702837903,0.805675806,0.6
Up Time Groep,UPS Europe,0.702837903,0.805675806,0.6
KBC,KBC Groep,0.702083333,0.854166667,0.55
SGS,SGS Group,0.702083333,0.854166667,0.55
Digi / Citymesh,Digipolis,0.701666667,0.833333333,0.57
Agfa Gevaert,Agfa,0.701363636,0.872727273,0.53
Beko,Beko Belgium,0.701363636,0.872727273,0.53
Kunnig,Kuehne + Nagel,0.700050505,0.81010101,0.59
Kuehne + Nagel,Kunnig,0.700050505,0.81010101,0.59
IMPACT,IMEC,0.7,0.8,0.6
Be Bold,Beko,0.7,0.8,0.6
BENTON,Beko,0.7,0.8,0.6
Laco,Lannoo,0.7,0.8,0.6
Beko,BENTON,0.7,0.8,0.6
Astara,ASAP,0.7,0.8,0.6
Delhaize,DELA België,0.699722222,0.809444444,0.59
Natuurpunt,Natura Mater,0.699545455,0.829090909,0.57
Van Laere,Van Hoecke,0.699398148,0.808796296,0.59
Makro Cash & Carry Belgium,Athora Belgium,0.696862027,0.803724054,0.59
Actoplus,Action Belgium,0.693012821,0.816025641,0.57
Collectief,Collibra,0.6925,0.825,0.56
DPD,DPG Media,0.691666667,0.833333333,0.55
Fero Group,Cordeel Group,0.690092593,0.810185185,0.57
Anthony Cranes,Anoa Care,0.687747253,0.805494505,0.57
Van Moer,Van Hool,0.685,0.8,0.57
Digipolitans,digi ,0.683333333,0.866666667,0.5
Digi / Citymesh,digi ,0.683333333,0.866666667,0.5
Gudrun Commercial NV,Gudrun,0.683333333,0.866666667,0.5
Greenyard Frozen Belgium,Orange Cyberdefense Belgium,0.676515152,0.803030303,0.55
Stadim,Stad Aalst,0.676111111,0.822222222,0.53
DSV,DSV Air & Sea,0.672222222,0.844444444,0.5
Van Moer,Van den Broele,0.670555556,0.811111111,0.53
Recruitment Architects,RecruitrLAB,0.663564214,0.827128427,0.5
Van Laere,Van den Broele,0.6625,0.825,0.5
B&R,Brunel,0.661111111,0.822222222,0.5
Headcount Gent NV,Headit,0.656666667,0.833333333,0.48
Orfit Industries NV,Orfit,0.654411765,0.858823529,0.45
Potemkino,Protime,0.653571429,0.807142857,0.5
Update-pro,Up Time Groep,0.652837903,0.805675806,0.5
Vanlanschot,VAN IN,0.652424242,0.804848485,0.5
Van Moer,Van Osta Home Service,0.652037037,0.824074074,0.48
Impact Interim,Impact Sales & Marketing Belux,0.650307692,0.830615385,0.47
Astara,astara Western Europe NV,0.648571429,0.857142857,0.44
MobilityPlus,Mobix,0.648333333,0.826666667,0.47
Mediahuis Technology & Product Studio,Mediahuis,0.648125,0.85625,0.44
De Brug VZW,De Brug Maatwerkbedrijf,0.646111111,0.822222222,0.47
Axxes IT Consultancy,Axxes,0.642777778,0.855555556,0.43
Sligro,Sligro Food Group Belgium,0.642272727,0.854545455,0.43
AG Solution,Agristo,0.640396825,0.810793651,0.47
Agristo,AG Solution,0.640396825,0.810793651,0.47
Goed,Goed Hulpmiddelen,0.625,0.85,0.4
B&R,Brepols ,0.624761905,0.80952381,0.44
Buildr,Building Technology,0.621111111,0.822222222,0.42
IMPACT,Impact Sales & Marketing Belux,0.619,0.848,0.39
Monin-it,Mondelez International,0.615,0.8,0.43
Laco,Lancesoft Europe,0.612222222,0.804444444,0.42
Turbulent,Transnubel,0.610238095,0.80047619,0.42
Mood.Management,Moore Finance & Tax,0.609444444,0.808888889,0.41
Unit-T,Universiteit Antwerpen,0.601111111,0.822222222,0.38
Antenno,Anthony Cranes,0.601068376,0.802136752,0.4
Anthony Cranes,Antenno,0.601068376,0.802136752,0.4
Hansea,Hansen Industrial Transmissions,0.590689655,0.84137931,0.34
Benedenti Groep NV,BENTON,0.587638889,0.815277778,0.36
The Foodmaker,The Bank of New York Mellon,0.575126263,0.800252525,0.35
KBC,KBC Verzekeringen,0.565208333,0.810416667,0.32
