SOURCE,Code,Naam,SAMENGESTELDE NAAM,GEFACTUREERD: indien aankoopfactuur,Aantal gewonnen deals,Aantal verloren deals,Aantal open deals ,STATUS PROJECTS OR DEALS,Klantstatus EXACT,COMMENT HANNE,STATUS JUIST,COMMENT PIETER,Plaats,Land,Klant,Leverancier,Contactpersoon,Btw-systeem overheid,Concurrent,Moederonderneming,Opmerkingen,Sector,Subsector,Uitsluiten van mailing,Verdeler,Website,Verdeler (Ja/Nee),Classificatie 1: Doelgroep,Classificatie 2: Product,Classificatie 3: Klantstatus SB,Classificatie 4: PRIO,Adres,Bedrijfsgrootte,BIM Vacatures jobdigger,BIM linkedin salesnav,BIM vacatures bizzy,klasse678,bizzy andere,website domain,activiiteiten (bizzy),sector (linkedin)
Exact,662,MATHIEU GIJBELS,662 - MATHIEU GIJBELS,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Oudsbergen,België, , ,Hajo Beckers, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Industrieweg-Noord 1161,,,,,,MATHIEU GIJBELS,,Bouw,
Exact,663,LUC VULSTEKE INDUSTRIAL,663 - LUC VULSTEKE INDUSTRIAL,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Kortemark,België, , ,, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Hoogledestraat 122B,,,,,,,,,
Exact,664,DUALL,664 - DUALL,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Herk-de-Stad,België, , ,Lieven Verpoorten, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),F - Bouwnijverheid,43 - Gespecialiseerde bouwwerkzaamheden, ,,, ,Installateur,Modelleren Technieken,,,Steenweg 3 13,,,,,,,,,
Exact,678,WYCOR,678 - WYCOR,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Wetteren,België, , ,Steven Claeys, , ,,Rechtsvorm: Naamloze vennootschap (Limited company)[Tom Anthoni 30-11-2022 16:34 (GMT +01:00)] demolijst DC: Steven Claeys (steven.c@wycor.eu),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.wycor.eu/nl, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Biezeweg 6,,,,,,WYCOR,wycor,Afwerking van gebouwen,
Exact,685,BETIC Part of Sweco,685 - BETIC Part of Sweco,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,,Luxemburg, , ,Renaud Climent, , ,,,,, ,,www.betic.lu/, ,Studiebureaus,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),"2, Route de Luxembourg",,,,,,,betic,,
Exact,689,FELIX GIORGETTI SARL,689 - FELIX GIORGETTI SARL,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,LUXEMBOURG,Luxemburg, , ,Didier Zeippen, , ,,Rechtsvorm: Vennootschap naar buitenlands recht (Foreign company with permanent res. in Belgium)Inactiefis een projectontwikkelaar/AAN,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.gio.lu/, ,Aannemers,Simplebim,2_Trial aangevraagd via DC,1_Korte termijn (0-6m),3 RUE JEAN PIRET,,,,,,,gio,,
Exact,694,ASSA ABLOY,694 - ASSA ABLOY,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Nieuwpoort,België, , ,Marc Ameryckx, , ,,Rechtsvorm: Naamloze vennootschap (Limited company)Contactpersoon: Ameryckx,C - Industrie,32 - Overige industrie, ,,www.assaabloy.com/be/nl, ,Industrie,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Canadalaan 73,,,,,,ASSA ABLOY,assaabloy,Vervaardiging van metalen of metaalproducten,
Exact,697,XDGA ARCHITECTS,697 - XDGA ARCHITECTS,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Bruxelles,België, , ,Xaveer De Geyter, , ,,Rechtsvorm: BTW-eenheid (VAT Entity)contactpersoon: Xaveer de geyeter,M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.xdga.be/, ,Architecten,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Quai du Commerce 48,,,,,,,xdga,,
Exact,700,"Rubbrecht, Gert","700 - Rubbrecht, Gert",,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Lede,België, , ,Gert Rubbrecht, , ,,Rechtsvorm: Eenmanszaak (Sole Proprietorship)Zelfstandig elektrisch ingenieur.,,, ,,, ,Studiebureaus,Simplebim,3_Niet actieve klant Datacubist,1_Korte termijn (0-6m),Schoot 1,,,,,,,,,
Exact,708,WYCKAERT,708 - WYCKAERT,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,GENT,België, , ,Jens Cools, , ,,Rechtsvorm: Vereniging zonder winstoogmerk (Not-for-profit association)Inactief,,, ,,www.wyckaert.eu/, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Ottergemsestwg 415,,,,,,,wyckaert,,
Exact,715,VAN DE WALLE INDUSTRIAL BUILDING CONTRACTOR,715 - VAN DE WALLE INDUSTRIAL BUILDING CONTRACTOR,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Zulte,België, , ,Michiel Vantornhaut, , ,,,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.vcs-steel.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Grote Steenweg 6,,,,,,,vcs-steel,,
Exact,721,Bouwbedrijf Floré,721 - Bouwbedrijf Floré,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Beveren,België, , ,Niels Hendrickx, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.bouwbedrijfflore.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Schaarbeekstraat(MEL) 21,,,,,,,bouwbedrijfflore,,
Exact,723,DE PEUTER,723 - DE PEUTER,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Herentals,België, , ,Bart, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.depeuternv.be/, ,Aannemers,Simplebim,6_Suspect OVZ,3_lange termijn (>12m),Rietbroek(HRT) 1,,,,,,,depeuternv,,
Exact,725,ARCHIPELAGO GROUPE,725 - ARCHIPELAGO GROUPE,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Auderghem,België, , ,Erik Cooremans, , ,,Rechtsvorm: BTW-eenheid (VAT Entity),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.archipelago.be/nl/, ,Architecten,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Boulevard du Souverain 360,,,,,,ARCHIPELAGO ARCHITECTS,archipelago,Architectuur - Bouwarchitecten - Interieurarchitecten - Stadsarchitecten,
Exact,727,ABT - BELGIE,727 - ABT - BELGIE,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, , ,Michiel Vander Elst, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.abt-belgie.eu, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),De Keyserlei 58-60,,,,,,,abt-belgie,,
Exact,730,MULTIPROFESSIONELE ARCHITECTENVENNOOTSCHAP EVOLTA,730 - MULTIPROFESSIONELE ARCHITECTENVENNOOTSCHAP EVOLTA,,0,0,2,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Bruxelles,België, , ,Jessie Vandevelde, , ,,Rechtsvorm: Coöperatieve vennootschap met beperkte aansprakelijkheid (Cooperative society with limited liability),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,, ,Architecten,Techniekenstudies,,,Avenue du Port 86 C,,,,,,,,,
Exact,733,DERO GROUP,733 - DERO GROUP,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Zele,België, , ,Dorien Callaert, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.dero.be/nl, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Lokerenbaan 39,,,,,,,dero,,
Exact,734,EDIBO,734 - EDIBO,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Lommel,België, , ,Mark Broers, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.edibo.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Maatheide 74,,,,,,,edibo,,
Exact,735,ALTEZ,735 - ALTEZ,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Tielt,België, , ,Lieven Goethals, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.altez.eu/nl, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Szamotulystraat 5,,,,,,,altez,,
Exact,736,Himpe,736 - Himpe,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Zedelgem,België, , ,Niels Rammelaere, , ,,Rechtsvorm: Vennootschap of vereniging zonder rechtspersoonlijkheid (Unincorporated company or association),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.himpe.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Autobaan 16,,,,,,,himpe,,
Exact,737,BOUWONDERNEMING LAMERS,737 - BOUWONDERNEMING LAMERS,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Hamont-Achel,België, , ,Inno Lamers, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.lamers.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Bosstraat 189A,,,,,,,lamers,,
Exact,738,Govaere  Bouw,738 - Govaere  Bouw,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Kuurne,België, , ,, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.govaere.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Pieter Verhaeghestraat 22,,,,,,,govaere,,
Exact,744,DECAT Energy Technics,744 - DECAT Energy Technics,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Veurne,België, , ,Brecht Haelewyck, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,43 - Gespecialiseerde bouwwerkzaamheden, ,,www.decat.be/, ,Installateur,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Handelsstraat 15,,,,DECAT Energy Technics,,,decat,,
Exact,745,DE CONINCK NV,745 - DE CONINCK NV,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Herent,België, , ,Stephanie, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.de-coninck.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Kroonstraat 180,,,,,,,de-coninck,,
Exact,747,AANNEMINGEN M. EN J. BRAET,747 - AANNEMINGEN M. EN J. BRAET,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Nieuwpoort,België, , ,, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.braet.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Toevluchtweg 2,,,,,,,braet,,
Exact,748,DEBLAERE HOLDING,748 - DEBLAERE HOLDING,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Wingene,België, , ,Timothy Depecker, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.deblaere.be/, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Rozendalestraat 47,,,,,,,deblaere,,
Exact,749,ALGEMENE ONDERNEMING DRIESEN,749 - ALGEMENE ONDERNEMING DRIESEN,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Pelt,België, , ,Ann Lourdaux, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.driesennv.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Stuifzandstraat 36,,,,,,,driesennv,,
Exact,754,TECON GROEP,754 - TECON GROEP,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, , ,Joeri Brison, , ,,Rechtsvorm: Besloten vennootschap met beperkte aansprakelijkheid (Private limited liability company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.tecon-groep.be/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Grotesteenweg 529,,,,,,,tecon-groep,,
Exact,755,IRS STUDIEBUREAU,755 - IRS STUDIEBUREAU,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Kortenberg,België, , ,Bart Motmans, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.irs-studiebureau.be/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Minneveldstraat 124,,,,,,,irs-studiebureau,,
Exact,756,VINCO DEVELOPMENTS,756 - VINCO DEVELOPMENTS,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Haaltert,België, , ,Nicolas Van Istendael, , ,,Rechtsvorm: Besloten vennootschap (Private Limited Company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.vincoengineering.be/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Veldstraat(DE) 1,,,,,,,vincoengineering,,
Exact,757,ENDES Engineering Services,757 - ENDES Engineering Services,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Tielt,België, , ,Jan Acx, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.endes.be/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Hulststraat 11,,,,,,,endes,,
Exact,758,STUDIE 10 INGENIEURSBUREAU,758 - STUDIE 10 INGENIEURSBUREAU,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Lier,België, , ,Jeroen VAN RUIJSSEVELT, , ,,Rechtsvorm: Besloten vennootschap met beperkte aansprakelijkheid (Private limited liability company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.studie10.be/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Mechelsesteenweg 193,,,,,,,studie10,,
Exact,759,ISTEMA,759 - ISTEMA,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Gent,België, , ,Pieter De Baets, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.istema.be/nl, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Voskenslaan 332,,,,,,,istema,,
Exact,760,BOUWONDERNEMING DAMMAN,760 - BOUWONDERNEMING DAMMAN,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Deerlijk,België, , ,Stijn De Vos, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.damman.be/, ,Aannemers,Simplebim,6_Suspect OVZ,3_lange termijn (>12m),Breestraat 19,,,,,,,damman,,
Exact,761,JURI,761 - JURI,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Zele,België, , ,Isabel Van Hecke, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.juri.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Industriestraat 21,,,,,,,juri,,
Exact,762,DE KLERCK ENGINEERING,762 - DE KLERCK ENGINEERING,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Brugge,België, , ,Filip Warnier, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.sdke.be/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Oud-Strijderslaan 14,,,,,,,sdke,,
Exact,764,CLIMA & PARTNERS,764 - CLIMA & PARTNERS,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Wijnegem,België, , ,, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,43 - Gespecialiseerde bouwwerkzaamheden, ,,www.climaenpartners.be/, ,Installateur,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Blikstraat 4,,,,CLIMA & PARTNERS,,,climaenpartners,,
Exact,765,Bladt ir & Verstraeten arch multiprofessioneel arc,765 - Bladt ir & Verstraeten arch multiprofessioneel arc,,0,0,2,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, , ,Cindy Verstraeten, , ,,Rechtsvorm: Besloten vennootschap met beperkte aansprakelijkheid (Private limited liability company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.b-v.be/home.html, ,Architecten,Simplebim,6_Suspect OVZ,3_lange termijn (>12m),Lodewijk Van Sullstraat 40-42,,,,,,,b-v,,
Exact,770,International Building Organisation,770 - International Building Organisation,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Mechelen,België, , ,Kurt Symons, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.ibonv.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Steenweg op Blaasveld(HEF) 56a,,,,,,,ibonv,,
Exact,773,MONUMENT GROUP,773 - MONUMENT GROUP,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Ingelmunster,België, , ,, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.monument.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Oostrozebekestraat 54,,,,,,,monument,,
Exact,791,ARCHIMEDES,791 - ARCHIMEDES,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Keerbergen,België, , ,Bart Vanlooy, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.archimedesnv.com/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Kempenlaan 36,,,,,,,archimedesnv,,
Exact,792,Vinci,792 - Vinci,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Bruxelles,België, , ,Patrick De Visscher, , ,,Rechtsvorm: Vennootschap of vereniging zonder rechtspersoonlijkheid (Unincorporated company or association),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.vinci-facilities.be/, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Avenue du Port 86c bus 201,,,,,,,vinci-facilities,,
Exact,793,"DREDGING, ENVIRONMENTAL & MARINE ENGINEERING","793 - DREDGING, ENVIRONMENTAL & MARINE ENGINEERING",,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Zwijndrecht,België, , ,Alex Van Belleghem, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.deme-group.com/, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Scheldedijk 30,,,,,,"DREDGING, ENVIRONMENTAL & MARINE ENGINEERING",deme-group,Baggerwerken,
Exact,795,DESAUW,795 - DESAUW,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Zwevegem,België, , ,Vera Desauw, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.desauw.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Esserstraat(Z) 5,,,,,,,desauw,,
Exact,797,WILLY NAESSENS INDUSTRIEBOUW,797 - WILLY NAESSENS INDUSTRIEBOUW,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Wortegem-Petegem,België, ,V,Wim Moerman, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.willynaessens.be/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Kouter (E.) 3,,,,WILLY NAESSENS GENERAL CONTRACTOR,,WILLY NAESSENS INDUSTRIEBOUW,willynaessens,Bouw - Woningbouw,
Exact,800,ESSA,800 - ESSA,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,DIEST,België, , ,Lukas Vaes, , ,,Rechtsvorm: Naamloze vennootschap (Limited company)Inactief,F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.essa.be/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Halensebaan 35,,,,,,,essa,,
Exact,801,OM/AR architecten,801 - OM/AR architecten,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Antwerpen,België, , ,Eef Van Meer, , ,,Rechtsvorm: Coöperatieve vennootschap met beperkte aansprakelijkheid (Cooperative society with limited liability),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.omar-architecten.be/, ,Architecten,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Londenstraat 28-30,,,,,,,omar-architecten,,
Exact,802,MEVACO - BOUWBEDRIJF,802 - MEVACO - BOUWBEDRIJF,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Aalter,België, , ,Jo Delannoy, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.mevaco.be/, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Durmelaan 6,,,,,,,mevaco,,
Exact,804,BOUWONDERNEMING CHRISTIAENS,804 - BOUWONDERNEMING CHRISTIAENS,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Oostkamp,België, , ,Ivan Ushinski, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.christiaens-bouw.be/, ,Aannemers,Simplebim,5_Prospect OVZ,1_Korte termijn (0-6m),Legeweg 155,,,,,,BOUWONDERNEMING CHRISTIAENS,christiaens-bouw,Bouw - Woningbouw,
Exact,805,BOUWBEDRIJF VMG - DE COCK,805 - BOUWBEDRIJF VMG - DE COCK,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Sint-Niklaas,België, , ,stefan, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.vmgdc.com/, ,Aannemers,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Industriepark-West 55,,,,,,,vmgdc,,
Exact,806,VDO ARCHITECTEN,806 - VDO ARCHITECTEN,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Schilde,België, , ,Leen Versmissen, , ,,Rechtsvorm: Eenpersoons besloten vennootschap met beperkte aansprakelijkheid (Single-member limited liability company),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.vdo-architecten.be/, ,Architecten,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Gillès de Pélichylei 101,,,,,,,vdo-architecten,,
Exact,807,Van Huele Gebroeders,807 - Van Huele Gebroeders,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Oostende,België, , ,Gael Bruyneel, , ,,Rechtsvorm: Naamloze vennootschap (Limited company),F - Bouwnijverheid,41 - Bouw van gebouwen; ontwikkeling van bouwprojecten, ,,www.van-huele.be/, ,Aannemers,Simplebim,6_Suspect OVZ,2_middenlange termijn (6-12m),Zandvoordestraat 453,,,,,,,van-huele,,
Exact,808,MOUTON,808 - MOUTON,,0,0,1,Suspect: demonstratie,Prospect,Prospect of suspect?,Prospect of suspect,,Gent,België, , ,Dries Mouton, , ,,Rechtsvorm: Coöperatieve vennootschap met beperkte aansprakelijkheid (Cooperative society with limited liability),M - Vrije beroepen en wetenschappelijke en technische activiteiten,71 - Architecten en ingenieurs; technische testen en toetsen, ,,www.mouton.eu/en/, ,Studiebureaus,Simplebim,6_Suspect OVZ,1_Korte termijn (0-6m),Voskenslaan 171,,,,,,,mouton,,
